Attribute1	Attribute2	Attribute3	Attribute4	Attribute5	Attribute6	Attribute7	Attribute8	Attribute9	Attribute10	Attribute11	Attribute12	Attribute13	Attribute14	Attribute15	Attribute16	Attribute17	Attribute18	Attribute19	Attribute20	Label	Id
A12	30	A33	A49	2503	A62	A75	4	A93	A101	2	A122	41	A142	A152	2	A173	1	A191	A201	1	10804
A12	27	A32	A49	2528	A61	A72	4	A92	A101	1	A122	32	A143	A152	1	A173	2	A192	A201	1	10805
A14	15	A32	A40	5324	A63	A75	1	A92	A101	4	A124	35	A143	A153	1	A173	1	A191	A201	1	10806
A12	48	A32	A40	6560	A62	A74	3	A93	A101	2	A122	24	A143	A152	1	A173	1	A191	A201	2	10807
A12	12	A30	A42	2969	A61	A72	4	A92	A101	3	A122	25	A143	A151	2	A173	1	A191	A201	2	10808
A12	9	A32	A43	1206	A61	A75	4	A92	A101	4	A121	25	A143	A152	1	A173	1	A191	A201	1	10809
A12	9	A32	A43	2118	A61	A73	2	A93	A101	2	A121	37	A143	A152	1	A172	2	A191	A201	1	10810
A14	18	A34	A43	629	A63	A75	4	A93	A101	3	A122	32	A141	A152	2	A174	1	A192	A201	1	10811
A11	6	A31	A46	1198	A61	A75	4	A92	A101	4	A124	35	A143	A153	1	A173	1	A191	A201	2	10812
A14	21	A32	A41	2476	A65	A75	4	A93	A101	4	A121	46	A143	A152	1	A174	1	A192	A201	1	10813
A11	9	A34	A43	1138	A61	A73	4	A93	A101	4	A121	25	A143	A152	2	A172	1	A191	A201	1	10814
A12	60	A32	A40	14027	A61	A74	4	A93	A101	2	A124	27	A143	A152	1	A174	1	A192	A201	2	10815
A14	30	A34	A41	7596	A65	A75	1	A93	A101	4	A123	63	A143	A152	2	A173	1	A191	A201	1	10816
A14	30	A34	A43	3077	A65	A75	3	A93	A101	2	A123	40	A143	A152	2	A173	2	A192	A201	1	10817
A14	18	A32	A43	1505	A61	A73	4	A93	A101	2	A124	32	A143	A153	1	A174	1	A192	A201	1	10818
A13	24	A34	A43	3148	A65	A73	3	A93	A101	2	A123	31	A143	A152	2	A173	1	A192	A201	1	10819
A12	20	A30	A41	6148	A62	A75	3	A94	A101	4	A123	31	A141	A152	2	A173	1	A192	A201	1	10820
A13	9	A30	A43	1337	A61	A72	4	A93	A101	2	A123	34	A143	A152	2	A174	1	A192	A201	2	10821
A12	6	A31	A46	433	A64	A72	4	A92	A101	2	A122	24	A141	A151	1	A173	2	A191	A201	2	10822
A11	12	A32	A40	1228	A61	A73	4	A92	A101	2	A121	24	A143	A152	1	A172	1	A191	A201	2	10823
A12	9	A32	A43	790	A63	A73	4	A92	A101	3	A121	66	A143	A152	1	A172	1	A191	A201	1	10824
A14	27	A32	A40	2570	A61	A73	3	A92	A101	3	A121	21	A143	A151	1	A173	1	A191	A201	2	10825
A14	6	A34	A40	250	A64	A73	2	A92	A101	2	A121	41	A141	A152	2	A172	1	A191	A201	1	10826
A14	15	A34	A43	1316	A63	A73	2	A94	A101	2	A122	47	A143	A152	2	A172	1	A191	A201	1	10827
A11	18	A32	A43	1882	A61	A73	4	A92	A101	4	A123	25	A141	A151	2	A173	1	A191	A201	2	10828
A12	48	A31	A49	6416	A61	A75	4	A92	A101	3	A124	59	A143	A151	1	A173	1	A191	A201	2	10829
A13	24	A34	A49	1275	A64	A73	2	A91	A101	4	A121	36	A143	A152	2	A173	1	A192	A201	1	10830
A12	24	A33	A43	6403	A61	A72	1	A93	A101	2	A123	33	A143	A152	1	A173	1	A191	A201	1	10831
A11	24	A32	A43	1987	A61	A73	2	A93	A101	4	A121	21	A143	A151	1	A172	2	A191	A201	2	10832
A12	8	A32	A43	760	A61	A74	4	A92	A103	2	A121	44	A143	A152	1	A172	1	A191	A201	1	10833
A14	24	A32	A41	2603	A64	A73	2	A92	A101	4	A123	28	A143	A151	1	A173	1	A192	A201	1	10834
A14	4	A34	A40	3380	A61	A74	1	A92	A101	1	A121	37	A143	A152	1	A173	2	A191	A201	1	10835
A12	36	A31	A44	3990	A65	A72	3	A92	A101	2	A124	29	A141	A152	1	A171	1	A191	A201	1	10836
A12	24	A32	A41	11560	A61	A73	1	A92	A101	4	A123	23	A143	A151	2	A174	1	A191	A201	2	10837
A11	18	A32	A40	4380	A62	A73	3	A93	A101	4	A123	35	A143	A152	1	A172	2	A192	A201	1	10838
A14	6	A34	A40	6761	A61	A74	1	A93	A101	3	A124	45	A143	A152	2	A174	2	A192	A201	1	10839
A12	30	A30	A49	4280	A62	A73	4	A92	A101	4	A123	26	A143	A151	2	A172	1	A191	A201	2	10840
A11	24	A31	A40	2325	A62	A74	2	A93	A101	3	A123	32	A141	A152	1	A173	1	A191	A201	1	10841
A12	10	A31	A43	1048	A61	A73	4	A93	A101	4	A121	23	A142	A152	1	A172	1	A191	A201	1	10842
A14	21	A32	A43	3160	A65	A75	4	A93	A101	3	A122	41	A143	A152	1	A173	1	A192	A201	1	10843
A11	24	A31	A42	2483	A63	A73	4	A93	A101	4	A121	22	A142	A152	1	A173	1	A192	A201	1	10844
A11	39	A34	A42	14179	A65	A74	4	A93	A101	4	A122	30	A143	A152	2	A174	1	A192	A201	1	10845
A11	13	A34	A49	1797	A61	A72	3	A93	A101	1	A122	28	A141	A152	2	A172	1	A191	A201	1	10846
A11	15	A32	A40	2511	A61	A71	1	A92	A101	4	A123	23	A143	A151	1	A173	1	A191	A201	1	10847
A11	12	A32	A40	1274	A61	A72	3	A92	A101	1	A121	37	A143	A152	1	A172	1	A191	A201	2	10848
A14	21	A32	A41	5248	A65	A73	1	A93	A101	3	A123	26	A143	A152	1	A173	1	A191	A201	1	10849
A14	15	A32	A41	3029	A61	A74	2	A93	A101	2	A123	33	A143	A152	1	A173	1	A191	A201	1	10850
A11	6	A32	A42	428	A61	A75	2	A92	A101	1	A122	49	A141	A152	1	A173	1	A192	A201	1	10851
A11	18	A32	A40	976	A61	A72	1	A92	A101	2	A123	23	A143	A152	1	A172	1	A191	A201	2	10852
A12	12	A32	A49	841	A62	A74	2	A92	A101	4	A121	23	A143	A151	1	A172	1	A191	A201	1	10853
A14	30	A34	A43	5771	A61	A74	4	A92	A101	2	A123	25	A143	A152	2	A173	1	A191	A201	1	10854
A14	12	A33	A45	1555	A64	A75	4	A93	A101	4	A124	55	A143	A153	2	A173	2	A191	A201	2	10855
A11	24	A32	A40	1285	A65	A74	4	A92	A101	4	A124	32	A143	A151	1	A173	1	A191	A201	2	10856
A13	6	A34	A40	1299	A61	A73	1	A93	A101	1	A121	74	A143	A152	3	A171	2	A191	A202	1	10857
A13	15	A34	A43	1271	A65	A73	3	A93	A101	4	A124	39	A143	A153	2	A173	1	A192	A201	2	10858
A14	24	A32	A40	1393	A61	A73	2	A93	A103	2	A121	31	A143	A152	1	A173	1	A192	A201	1	10859
A11	12	A34	A40	691	A61	A75	4	A93	A101	3	A122	35	A143	A152	2	A173	1	A191	A201	2	10860
A14	15	A34	A40	5045	A65	A75	1	A92	A101	4	A123	59	A143	A152	1	A173	1	A192	A201	1	10861
A11	18	A34	A42	2124	A61	A73	4	A92	A101	4	A121	24	A143	A151	2	A173	1	A191	A201	2	10862
A11	12	A32	A43	2214	A61	A73	4	A93	A101	3	A122	24	A143	A152	1	A172	1	A191	A201	1	10863
A14	21	A34	A40	12680	A65	A75	4	A93	A101	4	A124	30	A143	A153	1	A174	1	A192	A201	2	10864
A14	24	A34	A40	2463	A62	A74	4	A94	A101	3	A122	27	A143	A152	2	A173	1	A192	A201	1	10865
A12	12	A32	A43	1155	A61	A75	3	A94	A103	3	A121	40	A141	A152	2	A172	1	A191	A201	1	10866
A11	30	A32	A42	3108	A61	A72	2	A91	A101	4	A122	31	A143	A152	1	A172	1	A191	A201	2	10867
A14	10	A32	A41	2901	A65	A72	1	A92	A101	4	A121	31	A143	A151	1	A173	1	A191	A201	1	10868
A12	12	A34	A42	3617	A61	A75	1	A93	A101	4	A123	28	A143	A151	3	A173	1	A192	A201	1	10869
A14	12	A34	A43	1655	A61	A75	2	A93	A101	4	A121	63	A143	A152	2	A172	1	A192	A201	1	10870
A11	24	A32	A41	2812	A65	A75	2	A92	A101	4	A121	26	A143	A151	1	A173	1	A191	A201	1	10871
A11	36	A34	A46	8065	A61	A73	3	A92	A101	2	A124	25	A143	A152	2	A174	1	A192	A201	2	10872
A14	21	A34	A41	3275	A61	A75	1	A93	A101	4	A123	36	A143	A152	1	A174	1	A192	A201	1	10873
A14	24	A34	A43	2223	A62	A75	4	A93	A101	4	A122	52	A141	A152	2	A173	1	A191	A201	1	10874
A13	12	A34	A40	1480	A63	A71	2	A93	A101	4	A124	66	A141	A153	3	A171	1	A191	A201	1	10875
A11	24	A32	A40	1371	A65	A73	4	A92	A101	4	A121	25	A143	A151	1	A173	1	A191	A201	2	10876
A14	36	A34	A40	3535	A61	A74	4	A93	A101	4	A123	37	A143	A152	2	A173	1	A192	A201	1	10877
A11	18	A32	A43	3509	A61	A74	4	A92	A103	1	A121	25	A143	A152	1	A173	1	A191	A201	1	10878
A14	36	A34	A41	5711	A64	A75	4	A93	A101	2	A123	38	A143	A152	2	A174	1	A192	A201	1	10879
A12	18	A32	A45	3872	A61	A71	2	A92	A101	4	A123	67	A143	A152	1	A173	1	A192	A201	1	10880
A12	39	A34	A43	4933	A61	A74	2	A93	A103	2	A121	25	A143	A152	2	A173	1	A191	A201	2	10881
A14	24	A34	A40	1940	A64	A75	4	A93	A101	4	A121	60	A143	A152	1	A173	1	A192	A201	1	10882
A12	12	A30	A48	1410	A61	A73	2	A93	A101	2	A121	31	A143	A152	1	A172	1	A192	A201	1	10883
A12	12	A32	A40	836	A62	A72	4	A92	A101	2	A122	23	A141	A152	1	A172	1	A191	A201	2	10884
A12	20	A32	A41	6468	A65	A71	1	A91	A101	4	A121	60	A143	A152	1	A174	1	A192	A201	1	10885
A12	18	A32	A49	1941	A64	A73	4	A93	A101	2	A122	35	A143	A152	1	A172	1	A192	A201	1	10886
A14	22	A32	A43	2675	A63	A75	3	A93	A101	4	A123	40	A143	A152	1	A173	1	A191	A201	1	10887
A14	48	A34	A41	2751	A65	A75	4	A93	A101	3	A123	38	A143	A152	2	A173	2	A192	A201	1	10888
A12	48	A33	A46	6224	A61	A75	4	A93	A101	4	A124	50	A143	A153	1	A173	1	A191	A201	2	10889
A11	40	A34	A46	5998	A61	A73	4	A93	A101	3	A124	27	A141	A152	1	A173	1	A192	A201	2	10890
A12	21	A32	A49	1188	A61	A75	2	A92	A101	4	A122	39	A143	A152	1	A173	2	A191	A201	2	10891
A14	24	A32	A41	6313	A65	A75	3	A93	A101	4	A123	41	A143	A152	1	A174	2	A192	A201	1	10892
A14	6	A34	A42	1221	A65	A73	1	A94	A101	2	A122	27	A143	A152	2	A173	1	A191	A201	1	10893
A13	24	A32	A42	2892	A61	A75	3	A91	A101	4	A124	51	A143	A153	1	A173	1	A191	A201	1	10894
A14	24	A32	A42	3062	A63	A75	4	A93	A101	3	A124	32	A143	A151	1	A173	1	A192	A201	1	10895
A14	9	A32	A42	2301	A62	A72	2	A92	A101	4	A122	22	A143	A151	1	A173	1	A191	A201	1	10896
A11	18	A32	A41	7511	A65	A75	1	A93	A101	4	A122	51	A143	A153	1	A173	2	A192	A201	2	10897
A14	12	A34	A42	1258	A61	A72	2	A92	A101	4	A122	22	A143	A151	2	A172	1	A191	A201	1	10898
A14	24	A33	A40	717	A65	A75	4	A94	A101	4	A123	54	A143	A152	2	A173	1	A192	A201	1	10899
A12	9	A32	A40	1549	A65	A72	4	A93	A101	2	A121	35	A143	A152	1	A171	1	A191	A201	1	10900
